provider,sample_size,text_edit_distance,table_teds,table_structure_teds,formula_cdm,reading_order_edit_distance,overall_score,mean_latency_seconds,median_latency_seconds,failure_count,cost_usd_per_page,total_cost_usd,mean_cost_usd_per_page
docling,20,0.1125257556436498,0.6740953254726062,0.8396396751764544,0.017026455026455,0.3475218572277395,52.61986749518038,5.152533781199599,3.5390189794961766,0,0.0,,
mistral_ocr,20,0.1250701394108994,0.7523337350156465,0.8286399256649186,0.9928888373531232,0.17297619047619048,87.338414431929,2.8720825131052776,2.557656249999127,1,,0.076,0.0038
